isla,año,mes,quincena,estacion,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,temp_2m_mean
El_Hierro,2017,1,1,Invierno,15.84,10.133333333333333,0.14,14.846666666666668,76.09333333333333,109.93333333333334,12.986666666666666
El_Hierro,2017,1,2,Invierno,14.73125,8.9125,0.30625,11.2875,62.6625,81.75,11.821875
El_Hierro,2017,2,1,Invierno,15.386666666666667,9.866666666666667,0.9733333333333333,13.346666666666666,75.48,132.06666666666666,12.626666666666667
El_Hierro,2017,2,2,Invierno,15.169230769230769,9.684615384615386,0.11538461538461539,14.184615384615386,78.27692307692308,29.923076923076923,12.426923076923078
El_Hierro,2017,3,1,Primavera,18.933333333333334,11.44,0.04666666666666666,17.053333333333335,91.24666666666667,49.733333333333334,15.186666666666667
El_Hierro,2017,3,2,Primavera,15.60625,9.31875,0.5375,14.45625,78.35625,111.3125,12.4625
El_Hierro,2017,4,1,Primavera,18.64,10.793333333333333,0.013333333333333334,9.693333333333333,55.36666666666667,79.73333333333333,14.716666666666667
El_Hierro,2017,4,2,Primavera,19.686666666666667,12.326666666666666,0.9866666666666667,11.56,63.919999999999995,126.8,16.006666666666668
El_Hierro,2017,5,1,Primavera,18.90666666666667,12.639999999999999,0.32,11.133333333333333,63.38666666666666,190.86666666666667,15.773333333333333
El_Hierro,2017,5,2,Primavera,19.45,13.2125,0.04375,14.3125,73.4375,105.625,16.33125
El_Hierro,2017,6,1,Verano,19.62,13.806666666666667,0.04000000000000001,15.093333333333334,79.92666666666668,29.4,16.71333333333333
El_Hierro,2017,6,2,Verano,22.78666666666667,14.92,0.03333333333333333,12.993333333333334,65.36666666666666,64.8,18.853333333333335
El_Hierro,2017,7,1,Verano,20.873333333333335,14.8,0.020000000000000004,15.7,82.56666666666666,29.866666666666667,17.836666666666666
El_Hierro,2017,7,2,Verano,23.25,15.5875,0.0125,15.225,78.39375,24.375,19.41875
El_Hierro,2017,8,1,Verano,23.353333333333335,15.646666666666667,0.0,12.626666666666667,70.96666666666667,47.733333333333334,19.5
El_Hierro,2017,8,2,Verano,24.4625,16.70625,0.0125,15.09375,80.9125,28.0625,20.584375
El_Hierro,2017,9,1,Otoño,21.720000000000002,16.08,0.1,13.04,73.53333333333333,33.8,18.9
El_Hierro,2017,9,2,Otoño,22.48,15.946666666666667,0.02,13.593333333333334,72.76,43.53333333333333,19.21333333333333
El_Hierro,2017,10,1,Otoño,23.42,15.120000000000001,0.02,8.52,48.266666666666666,171.46666666666667,19.27
El_Hierro,2017,10,2,Otoño,22.78125,14.99375,0.31875000000000003,10.9625,63.94375,52.25,18.8875
El_Hierro,2017,11,1,Otoño,19.773333333333333,13.626666666666667,0.6333333333333333,11.133333333333333,64.01333333333334,45.93333333333333,16.7
El_Hierro,2017,11,2,Otoño,19.046666666666667,13.146666666666667,0.98,9.193333333333333,61.653333333333336,166.6,16.096666666666668
El_Hierro,2017,12,1,Invierno,15.993333333333334,11.5,0.41333333333333333,15.693333333333333,85.49333333333334,96.53333333333333,13.746666666666666
El_Hierro,2017,12,2,Invierno,15.15625,10.175,0.16875,14.075,76.28125,60.8125,12.665625
El_Hierro,2018,1,1,Invierno,15.953333333333335,10.373333333333333,0.43333333333333335,14.46,86.32666666666667,99.4,13.163333333333332
El_Hierro,2018,1,2,Invierno,14.86875,9.85,0.2125,18.575,100.4,37.6875,12.359375
El_Hierro,2018,2,1,Invierno,13.846666666666666,8.96,0.64,19.086666666666666,101.11999999999999,37.13333333333333,11.403333333333334
El_Hierro,2018,2,2,Invierno,14.407692307692308,9.323076923076924,3.1153846153846154,15.13846153846154,86.39230769230768,138.23076923076923,11.865384615384615
El_Hierro,2018,3,1,Primavera,16.593333333333334,10.44,0.5933333333333334,13.313333333333333,77.92,236.93333333333334,13.516666666666667
El_Hierro,2018,3,2,Primavera,15.9375,10.375,0.03125,17.66875,94.4125,32.4375,13.15625
El_Hierro,2018,4,1,Primavera,16.346666666666668,10.226666666666667,0.21333333333333335,15.1,82.16666666666667,107.93333333333334,13.286666666666667
El_Hierro,2018,4,2,Primavera,16.3,10.673333333333334,0.7799999999999999,15.833333333333334,81.19333333333334,111.73333333333333,13.486666666666668
El_Hierro,2018,5,1,Primavera,16.44,10.68,0.5266666666666667,15.113333333333333,76.15333333333334,95.8,13.56
El_Hierro,2018,5,2,Primavera,17.05625,11.1875,0.23124999999999998,14.18125,73.84375,110.75,14.121875
El_Hierro,2018,6,1,Verano,18.10666666666667,12.426666666666668,0.060000000000000005,14.926666666666668,78.96666666666667,56.53333333333333,15.266666666666667
El_Hierro,2018,6,2,Verano,20.313333333333333,13.066666666666666,0.3466666666666667,10.833333333333334,61.306666666666665,46.53333333333333,16.69
El_Hierro,2018,7,1,Verano,20.433333333333334,14.06,0.05333333333333334,16.68,83.23333333333333,30.4,17.246666666666666
El_Hierro,2018,7,2,Verano,20.54375,14.45,0.0,17.04375,88.575,30.25,17.496875
El_Hierro,2018,8,1,Verano,22.21333333333333,15.520000000000001,0.0,15.42,85.98666666666666,27.133333333333333,18.866666666666667
El_Hierro,2018,8,2,Verano,22.34375,15.40625,0.0,13.79375,73.4375,26.875,18.875
